,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
919,50,75,75,0,75,-3.4011973816621555,-0.9030899869919435,-0.9030899869919435,-3.4011973816621555,-0.6532125137753437,2,國立臺灣師範大學,光電工程學士學位學程,002312,0.0,0.0,0.0,0.0,0.0,24,0.0,3,45,1200,0.3,0.2,1
962,50,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,2,國立臺灣師範大學,電機工程學系,002302,0.0,0.0,0.0,0.0,0.0,24,0.0,3,81,1200,0.3,0.2,1
1138,50,50,75,0,75,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,資訊工程學系,002242,0.0,0.0,0.0,0.0,0.0,24,0.0,2,78,1200,0.5,0.0,1
783,0,50,50,0,50,-3.4011973816621555,-0.7403626894942439,-0.7403626894942439,-3.4011973816621555,-0.7403626894942439,3,國立中興大學,興翼招生F組(生物科技暨獸醫),003482,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,300,0.0,0.8,1
957,50,75,50,0,75,-3.4011973816621555,-1.0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,獸醫學系,003422,2.5,2.5,2.5,0.0,2.5,4,2.5,3,88,1200,0.4,0.1,7
925,75,75,75,75,0,-0.47712125471966244,-0.47712125471966244,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,3,國立中興大學,法律學系,003122,0.0,0.0,0.0,0.0,0.0,24,0.0,3,48,1200,0.25,0.25,2
1311,50,50,0,50,0,-1.0,-1.0,-3.4011973816621555,-1.0,-3.4011973816621555,3,國立中興大學,興翼招生B組(文史法律),003442,0.0,0.0,0.0,0.0,0.0,24,0.0,2,40,300,0.0,0.8,2
1027,50,50,0,0,50,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,3,國立中興大學,植物病理學系,003342,3.0,4.5,3.0,0.0,4.5,4,3.0,2,57,1200,0.3,0.2,1
1190,50,50,50,0,75,-3.4011973816621555,-0.9030899869919435,-1.0,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,生命科學系,003412,0.0,0.0,0.0,0.0,0.0,24,0.0,2,141,1200,0.1,0.4,1
1191,50,50,50,0,50,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.3979400086720376,3,國立中興大學,農藝學系,003302,8.0,16.0,12.0,0.0,12.0,4,8.0,2,48,1200,0.3,0.2,1
1300,50,50,50,0,50,-3.4011973816621555,-1.0,-3.4011973816621555,-3.4011973816621555,-0.8450980400142568,3,國立中興大學,生物科技學士學位學程,003382,3.0,4.5,3.0,0.0,4.5,4,3.0,2,45,1200,0.25,0.25,1
1324,50,50,50,0,50,-0.6989700043360189,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,食品暨應用生物科技學系,003292,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1200,0.3,0.25,1
379,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,3,國立中興大學,興翼招生E組(生物資源暨農業科技),003472,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,300,0.0,0.8,1
390,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.5440680443502757,3,國立中興大學,森林學系木材科學組,003332,0.0,0.0,0.0,0.0,0.0,24,0.0,1,46,1200,0.4,0.2,1
567,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6020599913279624,3,國立中興大學,水土保持學系,003282,2.5,3.125,3.75,0.0,3.75,4,2.5,1,73,1200,0.25,0.25,1
750,50,50,50,0,75,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,園藝學系,003312,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1200,0.5,0.1,1
830,0,75,50,50,75,-3.4011973816621555,-0.6989700043360189,-1.0,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,景觀與遊憩學士學位學程,003392,0.0,6.0,4.0,4.0,4.0,11,4.0,2,36,1200,0.3,0.2,1
902,50,50,50,0,75,-0.6020599913279624,-0.3979400086720376,-0.47712125471966244,-3.4011973816621555,-0.3979400086720376,3,國立中興大學,昆蟲學系,003352,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,1200,0.3,0.2,1
918,0,50,75,0,75,-3.4011973816621555,-0.9030899869919435,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,化學系,003132,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,1200,0.0,0.1,1
1042,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,土壤環境科學系,003372,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1200,0.25,0.25,1
1155,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.5440680443502757,3,國立中興大學,森林學系林學組,003322,0.0,0.0,0.0,0.0,0.0,24,0.0,2,49,1200,0.4,0.2,1
1398,50,50,50,0,50,-0.7781512503836436,-0.7781512503836436,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,動物科學系,003362,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,1200,0.3,0.2,1
639,0,50,75,0,75,-3.4011973816621555,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,物理學系一般物理組,003142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1200,0.0,0.1,1
700,0,50,75,0,50,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,3,國立中興大學,應用數學系數據科學與計算組,003172,4.0,6.0,8.0,0.0,6.0,4,4.0,2,60,1200,0.0,0.2,1
842,0,50,75,0,50,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,3,國立中興大學,應用數學系應用數學組,003162,4.0,6.0,8.0,0.0,6.0,4,4.0,2,60,1200,0.0,0.2,1
1048,0,50,50,0,50,-3.4011973816621555,-1.0,-1.0,-3.4011973816621555,-1.0,3,國立中興大學,興翼招生C組(化學數學),003452,0.0,0.0,0.0,0.0,0.0,24,0.0,2,40,300,0.0,0.8,1
1224,50,50,50,0,0,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,應用經濟學系,003112,10.0,20.0,15.0,0.0,0.0,5,10.0,2,60,1200,0.3,0.2,4
1239,75,75,0,50,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,外國語文學系,003022,6.0,12.0,0.0,6.0,0.0,7,6.0,2,66,1200,0.0,0.25,7
1332,0,50,75,0,75,-3.4011973816621555,-0.6020599913279624,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,物理學系光電物理組,003152,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1200,0.0,0.1,1
762,75,75,75,75,0,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,會計學系,003092,10.0,20.0,20.0,10.0,0.0,1,10.0,1,63,900,0.0,0.5,7
453,50,75,75,0,50,-1.0,-1.0,-0.6989700043360189,-3.4011973816621555,-1.0,3,國立中興大學,資訊管理學系(APCS組),003082,0.0,0.0,0.0,0.0,0.0,24,0.0,2,6,900,0.0,0.5,1
682,0,75,75,0,0,-3.4011973816621555,-0.5440680443502757,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,企業管理學系,003062,5.0,10.0,10.0,0.0,0.0,1,5.0,3,66,1200,0.25,0.25,4
719,50,75,75,0,50,-1.0,-1.0,-0.47712125471966244,-3.4011973816621555,-1.0,3,國立中興大學,資訊管理學系,003072,0.0,0.0,0.0,0.0,0.0,24,0.0,2,33,900,0.0,0.5,1
990,75,75,75,0,0,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,財務金融學系,003052,8.0,16.0,16.0,0.0,0.0,1,8.0,2,90,900,0.0,0.5,4
1109,50,50,50,0,0,-0.8450980400142568,-0.8450980400142568,-0.8450980400142568,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,興翼招生A組(商學管理),003432,0.0,0.0,0.0,0.0,0.0,24,0.0,2,49,300,0.0,0.8,4
1129,50,75,50,0,50,-3.4011973816621555,-1.0,-3.4011973816621555,-3.4011973816621555,-0.8450980400142568,3,國立中興大學,國際農企業學士學位學程,003402,0.0,0.0,0.0,0.0,0.0,24,0.0,2,49,1200,0.3,0.2,1
1273,75,75,75,0,0,-0.47712125471966244,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,行銷學系,003102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1200,0.5,0.2,4
409,50,50,0,0,50,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,土木工程學系,003192,2.5,2.5,3.75,0.0,3.75,4,2.5,1,125,1200,0.0,0.4,1
591,75,50,0,75,0,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,3,國立中興大學,歷史學系,003032,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1200,0.4,0.2,2
814,50,50,0,0,0,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,3,國立中興大學,中國文學系,003012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,84,1200,0.0,0.3,3
1082,0,50,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,化學工程學系,003212,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,1200,0.2,0.3,1
392,50,50,50,0,0,-3.4011973816621555,-0.6989700043360189,-0.9030899869919435,-3.4011973816621555,-0.6989700043360189,3,國立中興大學,資訊科學與工程學系(APCS組),003252,4.5,6.75,9.0,0.0,9.0,4,4.5,1,9,900,0.0,0.5,1
419,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,材料科學與工程學系,003222,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1200,0.0,0.4,1
433,0,50,50,0,50,-3.4011973816621555,-0.8450980400142568,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,機械工程學系,003182,0.0,0.0,0.0,0.0,0.0,24,0.0,2,156,900,0.0,0.5,1
706,50,50,50,0,0,-3.4011973816621555,-0.6989700043360189,-0.9030899869919435,-3.4011973816621555,-0.6989700043360189,3,國立中興大學,資訊科學與工程學系,003242,4.5,6.75,9.0,0.0,9.0,4,4.5,2,45,900,0.0,0.5,1
779,0,50,50,0,50,-3.4011973816621555,-0.9030899869919435,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,電機工程學系,003232,0.0,0.0,0.0,0.0,0.0,24,0.0,1,78,900,0.0,0.5,1
983,50,50,0,50,0,-0.8450980400142568,-1.0,-3.4011973816621555,-1.0791812460476249,-3.4011973816621555,3,國立中興大學,台灣人文創新學士學位學程,003042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,49,1200,0.3,0.3,2
1263,0,50,50,0,50,-3.4011973816621555,-0.9030899869919435,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,3,國立中興大學,電機資訊學院學士班,003262,0.0,0.0,0.0,0.0,0.0,24,0.0,2,51,900,0.0,0.5,1
1339,50,50,50,0,50,-0.7781512503836436,-0.7781512503836436,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,3,國立中興大學,環境工程學系,003202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1200,0.3,0.2,1
1351,0,50,50,0,50,-3.4011973816621555,-0.5440680443502757,-0.5440680443502757,-3.4011973816621555,-0.5440680443502757,3,國立中興大學,興翼招生D組(化材電資暨工程),003462,0.0,0.0,0.0,0.0,0.0,24,0.0,2,46,300,0.0,0.8,1
1394,0,50,50,0,50,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-1.0,3,國立中興大學,生物產業機電工程學系,003272,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,900,0.0,0.5,1
47,50,50,0,0,50,-0.9030899869919435,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.7781512503836436,4,國立成功大學,護理學系,004322,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1500,0.4,0.2,1
79,88,88,88,0,88,-0.7781512503836436,-0.6989700043360189,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,4,國立成功大學,醫學系,004292,2.0,2.5,2.5,0.0,2.5,4,2.0,2,76,1500,0.7,0.15,1
82,88,88,88,0,88,-0.7781512503836436,-0.6989700043360189,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,4,國立成功大學,醫學系(公費生),004302,2.0,2.5,2.5,0.0,2.5,4,2.0,2,10,1500,0.7,0.15,1
94,0,75,0,0,50,-3.4011973816621555,-0.8450980400142568,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,物理治療學系,004342,3.5,4.375,3.5,0.0,3.5,4,3.5,2,49,1500,0.4,0.1,4
191,50,50,50,0,50,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,4,國立成功大學,藥學系,004352,3.5,3.5,3.5,0.0,5.25,4,3.5,1,45,1000,0.5,0.0,1
269,0,75,0,0,75,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,職能治療學系,004332,3.0,3.0,3.0,0.0,3.0,4,3.0,1,36,1500,0.3,0.2,7
358,50,50,50,0,50,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,醫學檢驗生物技術學系,004312,0.0,12.5,10.0,0.0,12.5,4,10.0,2,45,1500,0.4,0.1,1
137,50,50,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,都市計劃學系,004472,3.0,3.0,3.0,0.0,0.0,5,3.0,1,84,1500,0.3,0.3,7
295,88,88,50,50,0,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,4,國立成功大學,法律學系,004392,0.0,0.0,0.0,0.0,0.0,24,0.0,1,69,1500,0.35,0.15,2
115,50,50,50,0,75,-3.4011973816621555,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,生命科學系,004492,0.0,0.0,0.0,0.0,0.0,24,0.0,1,84,1500,0.4,0.2,1
271,75,75,88,0,0,-1.0791812460476249,-0.9542425094393249,-0.8450980400142568,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,全校不分系學士學位學程,004512,0.0,0.0,0.0,0.0,0.0,24,0.0,1,42,1500,0.4,0.2,4
282,50,50,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,建築學系,004462,3.75,3.75,3.75,0.0,0.0,4,3.0,1,84,1000,0.7,0.0,7
19,0,50,50,0,50,-3.4011973816621555,-0.9030899869919435,-0.9030899869919435,-3.4011973816621555,-0.8450980400142568,4,國立成功大學,成星招生戊組(生醫),004562,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,600,0.0,0.5,1
160,50,50,0,0,75,-1.0791812460476249,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.5440680443502757,4,國立成功大學,生物科技與產業科學系,004502,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,1500,0.5,0.1,1
222,0,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,化學系,004072,0.0,0.0,0.0,0.0,0.0,24,0.0,1,78,1500,0.0,0.2,1
61,50,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,物理學系,004062,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,1500,0.0,0.0,1
127,50,75,75,0,0,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,統計學系,004272,0.0,0.0,0.0,0.0,0.0,24,0.0,1,51,1500,0.4,0.1,4
168,25,50,75,0,50,-0.9030899869919435,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,4,國立成功大學,數學系,004052,4.0,5.32,8.0,0.0,5.32,4,4.0,1,90,1500,0.0,0.2,1
169,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-1.0,-3.4011973816621555,-1.1760912590556813,4,國立成功大學,成星招生丙組(理),004542,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,600,0.0,0.5,1
202,50,50,50,0,0,-0.47712125471966244,-0.6989700043360189,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,經濟學系,004382,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,1500,0.35,0.15,4
304,0,50,50,0,75,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,4,國立成功大學,地球科學系,004082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1500,0.0,0.2,1
321,75,88,0,0,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,4,國立成功大學,外國語文學系,004022,8.0,16.0,0.0,8.0,0.0,7,8.0,3,45,1500,0.3,0.2,2
15,0,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,心理學系,004402,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,1000,0.5,0.0,1
86,75,75,50,75,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,4,國立成功大學,政治學系,004372,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,1500,0.4,0.2,2
133,50,50,0,50,0,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,4,國立成功大學,成星招生甲組(文社),004522,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,600,0.0,0.5,2
200,50,50,50,0,0,-3.4011973816621555,-0.3979400086720376,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,會計學系,004282,10.0,10.0,10.0,10.0,0.0,1,10.0,3,48,1500,0.25,0.25,4
5,0,50,50,0,0,-3.4011973816621555,-0.3979400086720376,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,企業管理學系,004572,0.0,0.0,0.0,0.0,0.0,24,0.0,1,43,1500,0.25,0.25,4
118,50,50,75,0,0,-3.4011973816621555,-1.0,-1.0,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,工業與資訊管理學系（APCS組）,004252,0.0,0.0,0.0,0.0,0.0,24,0.0,1,5,1000,0.4,0.0,4
119,75,75,75,0,0,-3.4011973816621555,-1.0,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,工業與資訊管理學系,004242,3.0,3.0,3.0,0.0,0.0,5,3.0,1,84,1000,0.0,0.5,4
132,50,75,75,0,50,-0.6989700043360189,-0.3979400086720376,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,4,國立成功大學,交通管理科學系,004262,0.0,0.0,0.0,0.0,0.0,24,0.0,1,63,1500,0.4,0.3,1
219,50,50,50,0,0,-3.4011973816621555,-1.0791812460476249,-1.0,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,成星招生乙組(管理),004532,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,600,0.0,0.5,4
90,75,75,88,0,88,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,化學工程學系,004122,6.0,6.0,9.0,0.0,9.0,4,6.0,2,180,1000,0.0,0.5,1
131,88,75,0,75,0,-0.47712125471966244,-0.9030899869919435,-3.4011973816621555,-1.0,-3.4011973816621555,4,國立成功大學,台灣文學系,004042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,1500,0.4,0.4,2
172,50,50,50,0,50,-0.7781512503836436,-0.7781512503836436,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,4,國立成功大學,土木工程學系,004152,3.0,3.0,3.0,0.0,3.0,4,3.0,1,144,1000,0.1,0.4,1
231,88,50,0,75,0,-0.47712125471966244,-1.0,-3.4011973816621555,-1.0,-3.4011973816621555,4,國立成功大學,中國文學系,004012,0.0,0.0,0.0,0.0,0.0,24,0.0,1,45,1500,0.0,0.2,2
277,0,75,75,0,75,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,生物醫學工程學系,004222,10.0,15.0,15.0,0.0,15.0,4,10.0,1,51,1500,0.2,0.3,1
360,75,75,0,75,0,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,4,國立成功大學,歷史學系,004032,0.0,0.0,0.0,0.0,0.0,24,0.0,2,57,1500,0.3,0.3,2
6,0,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,測量及空間資訊學系,004212,0.0,3.0,3.0,0.0,3.0,6,3.0,1,84,1500,0.25,0.25,7
9,0,75,75,0,75,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,資訊工程學系(普渡雙聯組),004442,0.0,0.0,0.0,0.0,0.0,24,0.0,1,18,1500,0.25,0.25,1
34,50,50,50,0,50,-1.0,-0.9030899869919435,-0.6020599913279624,-3.4011973816621555,-0.7781512503836436,4,國立成功大學,資源工程學系,004142,3.0,3.0,3.0,0.0,3.0,4,3.0,1,72,1000,0.1,0.4,1
37,0,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,電機工程學系(普渡雙聯組),004422,0.0,10.0,7.5,0.0,7.5,6,5.0,1,30,1500,0.25,0.25,7
53,0,50,75,0,50,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6020599913279624,4,國立成功大學,成星招生丁組(工),004552,0.0,0.0,0.0,0.0,0.0,24,0.0,2,81,600,0.0,0.5,1
69,0,50,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,電機工程學系,004412,0.0,3.0,6.0,0.0,6.0,6,3.0,2,237,1500,0.0,0.35,7
74,0,75,75,0,75,-3.4011973816621555,-1.0,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,4,國立成功大學,能源工程國際學士學位學程,004232,3.0,3.0,3.0,0.0,3.0,4,3.0,2,60,1000,0.0,0.5,1
87,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,工業設計學系,004482,3.0,4.5,3.0,0.0,4.5,4,3.0,2,48,1500,0.4,0.2,7
96,50,75,75,0,75,-0.47712125471966244,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,4,國立成功大學,環境工程學系,004202,6.0,6.0,9.0,0.0,9.0,4,6.0,2,72,1500,0.35,0.15,1
140,0,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,4,國立成功大學,工程科學系,004172,0.0,9.0,13.5,0.0,13.5,4,9.0,1,90,1000,0.1,0.4,1
218,0,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,4,國立成功大學,資訊工程學系,004432,0.0,0.0,0.0,0.0,0.0,24,0.0,1,171,1500,0.0,0.4,6
220,50,50,75,0,75,-0.7781512503836436,-0.9030899869919435,-0.3979400086720376,-3.4011973816621555,-0.6020599913279624,4,國立成功大學,水利及海洋工程學系,004162,0.0,0.0,0.0,0.0,0.0,24,0.0,1,53,1500,0.25,0.25,1
236,50,88,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,4,國立成功大學,機械工程學系(普渡雙聯組),004112,3.0,4.5,4.5,0.0,4.5,4,3.0,1,15,1500,0.3,0.2,1
